	TreeNum	Phytochemical	Count	Disease Header	Association
7085	C13.351.968.419.780.750	D003474	1	Renal Insufficiency, Chronic	Positive
7086	C13.351.968.419.780.750.500	D003474	1	Kidney Failure, Chronic	Positive
8422	C13.351.968.419.815	C003466	1	Renal Tubular Transport, Inborn Errors	Positive
8423	C13.351.968.419.815.450	C003466	1	Fanconi Syndrome	Positive
5990	C13.351.968.829	D003474	2	Urinary Bladder Diseases	Positive
5995	C13.351.968.829	D011794	2	Urinary Bladder Diseases	Positive
5988	C13.351.968.829	D001599	1	Urinary Bladder Diseases	Positive
5989	C13.351.968.829	D002392	1	Urinary Bladder Diseases	Positive
5991	C13.351.968.829	D004610	1	Urinary Bladder Diseases	Positive
5992	C13.351.968.829	C045856	1	Urinary Bladder Diseases	Positive
5993	C13.351.968.829	C541528	1	Urinary Bladder Diseases	Positive
5994	C13.351.968.829	D009020	1	Urinary Bladder Diseases	Positive
5996	C13.351.968.829	C065299	1	Urinary Bladder Diseases	Positive
5997	C13.351.968.829	D014498	1	Urinary Bladder Diseases	Positive
5998	C13.351.968.829.495	D001599	1	Cystitis	Positive
5999	C13.351.968.829.495	D002392	1	Cystitis	Positive
6000	C13.351.968.829.495	D003474	1	Cystitis	Positive
6001	C13.351.968.829.495	D011794	1	Cystitis	Positive
6935	C13.351.968.829.707	D003474	1	Urinary Bladder Neoplasms	Positive
6936	C13.351.968.829.707	D004610	1	Urinary Bladder Neoplasms	Positive
6937	C13.351.968.829.707	C541528	1	Urinary Bladder Neoplasms	Positive
6938	C13.351.968.829.707	D011794	1	Urinary Bladder Neoplasms	Positive
6939	C13.351.968.829.707	D014498	1	Urinary Bladder Neoplasms	Positive
7961	C13.351.968.829.813	D009020	1	Urinary Bladder, Overactive	Positive
3535	C13.351.968.934	D003474	2	Urination Disorders	Positive
3541	C13.351.968.934	D011794	2	Urination Disorders	Positive
3542	C13.351.968.934	C003466	2	Urination Disorders	Positive
3534	C13.351.968.934	C056165	1	Urination Disorders	Positive
3536	C13.351.968.934	D004298	1	Urination Disorders	Positive
3537	C13.351.968.934	D004610	1	Urination Disorders	Positive
3538	C13.351.968.934	D000431	1	Urination Disorders	Positive
3539	C13.351.968.934	C045856	1	Urination Disorders	Positive
3540	C13.351.968.934	D009020	1	Urination Disorders	Positive
7339	C13.351.968.934.600	D004298	1	Oliguria	Positive
8323	C13.351.968.934.616	D011794	1	Polyuria	Positive
3544	C13.351.968.934.734	D003474	2	Proteinuria	Positive
3549	C13.351.968.934.734	C003466	2	Proteinuria	Positive
3543	C13.351.968.934.734	C056165	1	Proteinuria	Positive
3545	C13.351.968.934.734	D004610	1	Proteinuria	Positive
3546	C13.351.968.934.734	D000431	1	Proteinuria	Positive
3547	C13.351.968.934.734	C045856	1	Proteinuria	Positive
3548	C13.351.968.934.734	D011794	1	Proteinuria	Positive
3550	C13.351.968.934.734.269	C056165	1	Albuminuria	Positive
3551	C13.351.968.934.734.269	D003474	1	Albuminuria	Positive
3552	C13.351.968.934.734.269	C003466	1	Albuminuria	Positive
7848	C13.351.968.967	D008715	2	Urolithiasis	Positive
7851	C13.351.968.967.249	D008715	1	Nephrolithiasis	Positive
7852	C13.351.968.967.249.500	D008715	1	Kidney Calculi	Positive
7849	C13.351.968.967.500	D008715	1	Urinary Calculi	Positive
7850	C13.351.968.967.500.503	D008715	1	Kidney Calculi	Positive
6634	C13.703	D019343	2	Pregnancy Complications	Positive
6635	C13.703	C042577	1	Pregnancy Complications	Positive
6636	C13.703	D019833	1	Pregnancy Complications	Positive
6637	C13.703	D008715	1	Pregnancy Complications	Positive
6638	C13.703	D011736	1	Pregnancy Complications	Positive
6639	C13.703	D013936	1	Pregnancy Complications	Positive
7862	C13.703.223	D008715	1	Fetal Death	Positive
7863	C13.703.223.300	D008715	1	Fetal Resorption	Positive
7276	C13.703.277	C042577	1	Fetal Diseases	Positive
7277	C13.703.277.370	C042577	1	Fetal Growth Retardation	Positive
6640	C13.703.700	D019343	1	Pregnancy Complications, Infectious	Positive
6641	C13.703.700	D011736	1	Pregnancy Complications, Infectious	Positive
6642	C13.703.700.715	D019343	1	Puerperal Infection	Positive
7649	C13.703.824	D019833	1	Prenatal Injuries	Positive
7650	C13.703.824	D013936	1	Prenatal Injuries	Positive
7651	C13.703.824.500	D019833	1	Prenatal Exposure Delayed Effects	Positive
7652	C13.703.824.500	D013936	1	Prenatal Exposure Delayed Effects	Positive
6663	C13.703.844	D019343	1	Puerperal Disorders	Positive
6664	C13.703.844.757	D019343	1	Puerperal Infection	Positive
2996	C14	D011794	22	Cardiovascular Diseases	Positive
2986	C14	D009020	16	Cardiovascular Diseases	Positive
2964	C14	D003474	14	Cardiovascular Diseases	Positive
2951	C14	D000241	12	Cardiovascular Diseases	Positive
2990	C14	D009638	12	Cardiovascular Diseases	Positive
2967	C14	D004298	10	Cardiovascular Diseases	Positive
2971	C14	D000431	9	Cardiovascular Diseases	Positive
2985	C14	D008353	8	Cardiovascular Diseases	Positive
2950	C14	C056165	7	Cardiovascular Diseases	Positive
2969	C14	C045651	7	Cardiovascular Diseases	Positive
2975	C14	D019833	7	Cardiovascular Diseases	Positive
3010	C14	D009536	6	Cardiovascular Diseases	Positive
3007	C14	D024505	5	Cardiovascular Diseases	Positive
2952	C14	D000376	4	Cardiovascular Diseases	Positive
2960	C14	D002392	4	Cardiovascular Diseases	Positive
2973	C14	C004999	4	Cardiovascular Diseases	Positive
2974	C14	D005707	4	Cardiovascular Diseases	Positive
2977	C14	C442759	4	Cardiovascular Diseases	Positive
2989	C14	C005274	4	Cardiovascular Diseases	Positive
2995	C14	C013649	4	Cardiovascular Diseases	Positive
2997	C14	C041376	4	Cardiovascular Diseases	Positive
3001	C14	C054125	4	Cardiovascular Diseases	Positive
3004	C14	C009438	4	Cardiovascular Diseases	Positive
2957	C14	D019207	3	Cardiovascular Diseases	Positive
2958	C14	C040048	3	Cardiovascular Diseases	Positive
2963	C14	C029036	3	Cardiovascular Diseases	Positive
2965	C14	C004742	3	Cardiovascular Diseases	Positive
2968	C14	D004610	3	Cardiovascular Diseases	Positive
2976	C14	C045856	3	Cardiovascular Diseases	Positive
2982	C14	C006552	3	Cardiovascular Diseases	Positive
2993	C14	D010208	3	Cardiovascular Diseases	Positive
2998	C14	D012431	3	Cardiovascular Diseases	Positive
3000	C14	C065299	3	Cardiovascular Diseases	Positive
3008	C14	C005466	3	Cardiovascular Diseases	Positive
2949	C14	C031477	2	Cardiovascular Diseases	Positive
2953	C14	C006453	2	Cardiovascular Diseases	Positive
2961	C14	C012843	2	Cardiovascular Diseases	Positive
2987	C14	C040015	2	Cardiovascular Diseases	Positive
2988	C14	C005273	2	Cardiovascular Diseases	Positive
2991	C14	D019787	2	Cardiovascular Diseases	Positive
2992	C14	D009828	2	Cardiovascular Diseases	Positive
3002	C14	C025583	2	Cardiovascular Diseases	Positive
3003	C14	D013185	2	Cardiovascular Diseases	Positive
3009	C14	D013831	2	Cardiovascular Diseases	Positive
3011	C14	D010837	2	Cardiovascular Diseases	Positive
2954	C14	C006578	1	Cardiovascular Diseases	Positive
2955	C14	D047310	1	Cardiovascular Diseases	Positive
2956	C14	D001599	1	Cardiovascular Diseases	Positive
2959	C14	C488311	1	Cardiovascular Diseases	Positive
2962	C14	C030123	1	Cardiovascular Diseases	Positive
2966	C14	C042577	1	Cardiovascular Diseases	Positive
2970	C14	C007628	1	Cardiovascular Diseases	Positive
2972	C14	D005054	1	Cardiovascular Diseases	Positive
2978	C14	D005990	1	Cardiovascular Diseases	Positive
2979	C14	C059922	1	Cardiovascular Diseases	Positive
2980	C14	C031927	1	Cardiovascular Diseases	Positive
2981	C14	D007288	1	Cardiovascular Diseases	Positive
2983	C14	C010480	1	Cardiovascular Diseases	Positive
2984	C14	D047311	1	Cardiovascular Diseases	Positive
2994	C14	C008922	1	Cardiovascular Diseases	Positive
2999	C14	D020156	1	Cardiovascular Diseases	Positive
3005	C14	C056068	1	Cardiovascular Diseases	Positive
3006	C14	C003466	1	Cardiovascular Diseases	Positive
7496	C14.240	D000431	1	Cardiovascular Abnormalities	Positive
7497	C14.240	D019787	1	Cardiovascular Abnormalities	Positive
7498	C14.240	D024505	1	Cardiovascular Abnormalities	Positive
7499	C14.240	D009536	1	Cardiovascular Abnormalities	Positive
8064	C14.240.400	D019787	1	Heart Defects, Congenital	Positive
8065	C14.240.400	D024505	1	Heart Defects, Congenital	Positive
8066	C14.240.400	D009536	1	Heart Defects, Congenital	Positive
8067	C14.240.400.172	D019787	1	Barth Syndrome	Positive
8426	C14.240.400.560	D024505	1	Heart Septal Defects	Positive
8427	C14.240.400.560.540	D024505	1	Heart Septal Defects, Ventricular	Positive
7500	C14.240.850	D000431	1	Vascular Malformations	Positive
3051	C14.280	D011794	10	Heart Diseases	Positive
3014	C14.280	D000241	8	Heart Diseases	Positive
3042	C14.280	D009020	8	Heart Diseases	Positive
3046	C14.280	D009638	8	Heart Diseases	Positive
3026	C14.280	D004298	7	Heart Diseases	Positive
3023	C14.280	D003474	6	Heart Diseases	Positive
3030	C14.280	D000431	5	Heart Diseases	Positive
3028	C14.280	C045651	4	Heart Diseases	Positive
3013	C14.280	C056165	3	Heart Diseases	Positive
3034	C14.280	D019833	3	Heart Diseases	Positive
3045	C14.280	C005274	3	Heart Diseases	Positive
3012	C14.280	C031477	2	Heart Diseases	Positive
3021	C14.280	D002392	2	Heart Diseases	Positive
3033	C14.280	D005707	2	Heart Diseases	Positive
3035	C14.280	C045856	2	Heart Diseases	Positive
3050	C14.280	C013649	2	Heart Diseases	Positive
3052	C14.280	C041376	2	Heart Diseases	Positive
3053	C14.280	D012431	2	Heart Diseases	Positive
3054	C14.280	C065299	2	Heart Diseases	Positive
3058	C14.280	C009438	2	Heart Diseases	Positive
3059	C14.280	D024505	2	Heart Diseases	Positive
3061	C14.280	D013831	2	Heart Diseases	Positive
3015	C14.280	D000376	1	Heart Diseases	Positive
3016	C14.280	C006453	1	Heart Diseases	Positive
3017	C14.280	D047310	1	Heart Diseases	Positive
3018	C14.280	D019207	1	Heart Diseases	Positive
3019	C14.280	C040048	1	Heart Diseases	Positive
3020	C14.280	C488311	1	Heart Diseases	Positive
3022	C14.280	C029036	1	Heart Diseases	Positive
3024	C14.280	C004742	1	Heart Diseases	Positive
3025	C14.280	C042577	1	Heart Diseases	Positive
3027	C14.280	D004610	1	Heart Diseases	Positive
3029	C14.280	C007628	1	Heart Diseases	Positive
3031	C14.280	D005054	1	Heart Diseases	Positive
3032	C14.280	C004999	1	Heart Diseases	Positive
3036	C14.280	C442759	1	Heart Diseases	Positive
3037	C14.280	D007288	1	Heart Diseases	Positive
3038	C14.280	C006552	1	Heart Diseases	Positive
3039	C14.280	C010480	1	Heart Diseases	Positive
3040	C14.280	D047311	1	Heart Diseases	Positive
3041	C14.280	D008353	1	Heart Diseases	Positive
3043	C14.280	C040015	1	Heart Diseases	Positive
3044	C14.280	C005273	1	Heart Diseases	Positive
3047	C14.280	D019787	1	Heart Diseases	Positive
3048	C14.280	D009828	1	Heart Diseases	Positive
3049	C14.280	D010208	1	Heart Diseases	Positive
3055	C14.280	C054125	1	Heart Diseases	Positive
3056	C14.280	C025583	1	Heart Diseases	Positive
3057	C14.280	D013185	1	Heart Diseases	Positive
3060	C14.280	C005466	1	Heart Diseases	Positive
3062	C14.280	D009536	1	Heart Diseases	Positive
3451	C14.280.067	D000241	5	Arrhythmias, Cardiac	Positive
3461	C14.280.067	D009638	5	Arrhythmias, Cardiac	Positive
3458	C14.280.067	D000431	2	Arrhythmias, Cardiac	Positive
3450	C14.280.067	C056165	1	Arrhythmias, Cardiac	Positive
3452	C14.280.067	D000376	1	Arrhythmias, Cardiac	Positive
3453	C14.280.067	D019207	1	Arrhythmias, Cardiac	Positive
3454	C14.280.067	C004742	1	Arrhythmias, Cardiac	Positive
3455	C14.280.067	C042577	1	Arrhythmias, Cardiac	Positive
3456	C14.280.067	D004298	1	Arrhythmias, Cardiac	Positive
3457	C14.280.067	C007628	1	Arrhythmias, Cardiac	Positive
3459	C14.280.067	C045856	1	Arrhythmias, Cardiac	Positive
3460	C14.280.067	D009020	1	Arrhythmias, Cardiac	Positive
3462	C14.280.067	D010208	1	Arrhythmias, Cardiac	Positive
7551	C14.280.067.198	D000431	1	Atrial Fibrillation	Positive
4548	C14.280.067.248	D000241	1	Atrial Flutter	Positive
3463	C14.280.067.319	C056165	1	Bradycardia	Positive
3464	C14.280.067.319	D000376	1	Bradycardia	Positive
3465	C14.280.067.319	D000431	1	Bradycardia	Positive
3466	C14.280.067.319	C045856	1	Bradycardia	Positive
3467	C14.280.067.319	D009638	1	Bradycardia	Positive
8033	C14.280.067.558	D009638	1	Heart Block	Positive
8034	C14.280.067.558.323	D009638	1	Bundle-Branch Block	Positive
4446	C14.280.067.845	D000241	3	Tachycardia	Positive
4448	C14.280.067.845	D009638	2	Tachycardia	Positive
4447	C14.280.067.845	D004298	1	Tachycardia	Positive
4449	C14.280.067.845.880	D000241	1	Tachycardia, Supraventricular	Positive
4450	C14.280.067.845.880	D009638	1	Tachycardia, Supraventricular	Positive
8038	C14.280.067.845.880.845	D009638	1	Tachycardia, Sinus	Positive
4642	C14.280.067.845.940	D000241	1	Tachycardia, Ventricular	Positive
4643	C14.280.067.845.940	D004298	1	Tachycardia, Ventricular	Positive
7395	C14.280.067.845.940.700	D004298	1	Torsades de Pointes	Positive
7235	C14.280.067.922	C004742	1	Ventricular Fibrillation	Positive
7236	C14.280.067.922	C007628	1	Ventricular Fibrillation	Positive
7237	C14.280.067.922	D009638	1	Ventricular Fibrillation	Positive
7414	C14.280.148	D004298	1	Cardiac Output, Low	Positive
3069	C14.280.195	D011794	3	Cardiomegaly	Positive
3063	C14.280.195	C031477	2	Cardiomegaly	Positive
3064	C14.280.195	C029036	1	Cardiomegaly	Positive
3065	C14.280.195	D003474	1	Cardiomegaly	Positive
3066	C14.280.195	D000431	1	Cardiomegaly	Positive
3067	C14.280.195	D009020	1	Cardiomegaly	Positive
3068	C14.280.195	C005274	1	Cardiomegaly	Positive
3070	C14.280.195	D012431	1	Cardiomegaly	Positive
7558	C14.280.195.160	D000431	1	Cardiomyopathy, Dilated	Positive
7559	C14.280.195.160	D009020	1	Cardiomyopathy, Dilated	Positive
3071	C14.280.195.400	C031477	1	Hypertrophy, Left Ventricular	Positive
3072	C14.280.195.400	D011794	1	Hypertrophy, Left Ventricular	Positive
8281	C14.280.195.410	D011794	1	Hypertrophy, Right Ventricular	Positive
3446	C14.280.238	D011794	3	Cardiomyopathies	Positive
3443	C14.280.238	D009020	2	Cardiomyopathies	Positive
3431	C14.280.238	C056165	1	Cardiomyopathies	Positive
3432	C14.280.238	D000241	1	Cardiomyopathies	Positive
3433	C14.280.238	D047310	1	Cardiomyopathies	Positive
3434	C14.280.238	C488311	1	Cardiomyopathies	Positive
3435	C14.280.238	D003474	1	Cardiomyopathies	Positive
3436	C14.280.238	C045651	1	Cardiomyopathies	Positive
3437	C14.280.238	D000431	1	Cardiomyopathies	Positive
3438	C14.280.238	D019833	1	Cardiomyopathies	Positive
3439	C14.280.238	D007288	1	Cardiomyopathies	Positive
3440	C14.280.238	C006552	1	Cardiomyopathies	Positive
3441	C14.280.238	C010480	1	Cardiomyopathies	Positive
3442	C14.280.238	D047311	1	Cardiomyopathies	Positive
3444	C14.280.238	C005273	1	Cardiomyopathies	Positive
3445	C14.280.238	C013649	1	Cardiomyopathies	Positive
3447	C14.280.238	C041376	1	Cardiomyopathies	Positive
3448	C14.280.238	D013831	1	Cardiomyopathies	Positive
3449	C14.280.238.057	C056165	1	Cardiomyopathy, Alcoholic	Positive
7537	C14.280.238.070	D000431	1	Cardiomyopathy, Dilated	Positive
7538	C14.280.238.070	D009020	1	Cardiomyopathy, Dilated	Positive
7449	C14.280.238.100	C045651	1	Cardiomyopathy, Hypertrophic	Positive
7450	C14.280.238.100	D011794	1	Cardiomyopathy, Hypertrophic	Positive
7644	C14.280.238.615	D019833	1	Myocardial Reperfusion Injury	Positive
7645	C14.280.238.615	D009020	1	Myocardial Reperfusion Injury	Positive
7646	C14.280.238.615	C013649	1	Myocardial Reperfusion Injury	Positive
7647	C14.280.238.615	D011794	1	Myocardial Reperfusion Injury	Positive
7648	C14.280.238.615	C041376	1	Myocardial Reperfusion Injury	Positive
6445	C14.280.238.625	C488311	1	Myocarditis	Positive
7401	C14.280.383	D004298	1	Heart Arrest	Positive
7402	C14.280.383	C045856	1	Heart Arrest	Positive
7403	C14.280.383	D009638	1	Heart Arrest	Positive
8052	C14.280.400	D019787	1	Heart Defects, Congenital	Positive
8053	C14.280.400	D024505	1	Heart Defects, Congenital	Positive
8054	C14.280.400	D009536	1	Heart Defects, Congenital	Positive
8055	C14.280.400.172	D019787	1	Barth Syndrome	Positive
8430	C14.280.400.560	D024505	1	Heart Septal Defects	Positive
8431	C14.280.400.560.540	D024505	1	Heart Septal Defects, Ventricular	Positive
4660	C14.280.434	D000241	1	Heart Failure	Positive
4661	C14.280.434	D004298	1	Heart Failure	Positive
4662	C14.280.434	D013831	1	Heart Failure	Positive
7464	C14.280.484	C045651	1	Heart Valve Diseases	Positive
7465	C14.280.484	D011794	1	Heart Valve Diseases	Positive
7466	C14.280.484.150	C045651	1	Aortic Valve Stenosis	Positive
7467	C14.280.484.150	D011794	1	Aortic Valve Stenosis	Positive
7468	C14.280.484.150.070	C045651	1	Aortic Stenosis, Subvalvular	Positive
7469	C14.280.484.150.070	D011794	1	Aortic Stenosis, Subvalvular	Positive
7470	C14.280.484.150.070.160	C045651	1	Cardiomyopathy, Hypertrophic	Positive
7471	C14.280.484.150.070.160	D011794	1	Cardiomyopathy, Hypertrophic	Positive
4572	C14.280.647	D009020	3	Myocardial Ischemia	Positive
4563	C14.280.647	D003474	2	Myocardial Ischemia	Positive
4569	C14.280.647	D019833	2	Myocardial Ischemia	Positive
4575	C14.280.647	D009638	2	Myocardial Ischemia	Positive
4578	C14.280.647	D011794	2	Myocardial Ischemia	Positive
4559	C14.280.647	D000241	1	Myocardial Ischemia	Positive
4560	C14.280.647	C006453	1	Myocardial Ischemia	Positive
4561	C14.280.647	C040048	1	Myocardial Ischemia	Positive
4562	C14.280.647	D002392	1	Myocardial Ischemia	Positive
4564	C14.280.647	D004298	1	Myocardial Ischemia	Positive
4565	C14.280.647	D004610	1	Myocardial Ischemia	Positive
4566	C14.280.647	C045651	1	Myocardial Ischemia	Positive
4567	C14.280.647	C004999	1	Myocardial Ischemia	Positive
4568	C14.280.647	D005707	1	Myocardial Ischemia	Positive
4570	C14.280.647	C442759	1	Myocardial Ischemia	Positive
4571	C14.280.647	D008353	1	Myocardial Ischemia	Positive
4573	C14.280.647	C040015	1	Myocardial Ischemia	Positive
4574	C14.280.647	C005274	1	Myocardial Ischemia	Positive
4576	C14.280.647	D009828	1	Myocardial Ischemia	Positive
4577	C14.280.647	C013649	1	Myocardial Ischemia	Positive
4579	C14.280.647	C041376	1	Myocardial Ischemia	Positive
4580	C14.280.647	C065299	1	Myocardial Ischemia	Positive
4581	C14.280.647	C025583	1	Myocardial Ischemia	Positive
4582	C14.280.647	D013185	1	Myocardial Ischemia	Positive
4583	C14.280.647	C009438	1	Myocardial Ischemia	Positive
4584	C14.280.647	D024505	1	Myocardial Ischemia	Positive
4585	C14.280.647	C005466	1	Myocardial Ischemia	Positive
7920	C14.280.647.250	D009020	1	Coronary Disease	Positive
7921	C14.280.647.250	D024505	1	Coronary Disease	Positive
6418	C14.280.647.500	C040048	1	Myocardial Infarction	Positive
6419	C14.280.647.500	D002392	1	Myocardial Infarction	Positive
6420	C14.280.647.500	D003474	1	Myocardial Infarction	Positive
6421	C14.280.647.500	D004298	1	Myocardial Infarction	Positive
6422	C14.280.647.500	D004610	1	Myocardial Infarction	Positive
6423	C14.280.647.500	C045651	1	Myocardial Infarction	Positive
6424	C14.280.647.500	C004999	1	Myocardial Infarction	Positive
6425	C14.280.647.500	D005707	1	Myocardial Infarction	Positive
6426	C14.280.647.500	D019833	1	Myocardial Infarction	Positive
6427	C14.280.647.500	C442759	1	Myocardial Infarction	Positive
6428	C14.280.647.500	D009020	1	Myocardial Infarction	Positive
6429	C14.280.647.500	C040015	1	Myocardial Infarction	Positive
